datetime,F0,F1,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,F33,F34,F35,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,Y,S1,S2
2012-10-10 13:30:00,4.779,3.122,1.083,6.584,1.083,2.144,-1.275,1.326,0.951,4.027,-0.072,0.107,0.687,1.092,11.011,-0.079,6.339,0.696,0.377,-2.211,0.533,0.853,0.644,0.579,2.436,1.398,0.293,0.596,-0.491,2.495,2.235,0.621,0.621,1.000,0.992,1.039,1.015,1.060,0.754,1.466,0.309,0.416,0.072,0.761,0.920,0.853,1.350,1.061,0.977,3.377,3.367,3.352,3.347,3.391,3.409,3.409,3.409,-6.213,-0.102,-4.349,1.184,0.546,0.637,0.552,0.504,2.492,0.620,-0.763,0.000,199.570,30.311
2012-10-10 14:00:00,4.795,3.134,1.091,6.605,1.091,1.532,-16.200,1.311,0.601,3.814,-0.075,0.160,0.446,0.899,3.839,11.972,2.726,0.685,0.386,-2.180,0.551,0.847,0.640,0.579,2.659,1.525,0.270,0.661,-0.526,2.490,2.234,0.679,0.679,1.001,0.993,1.038,1.016,1.060,0.581,1.565,0.329,0.368,0.052,0.738,0.936,0.847,1.361,1.061,0.980,3.377,3.367,3.346,3.417,3.391,3.411,3.411,3.411,18.095,5.922,3.081,1.111,0.555,0.635,0.530,0.516,-2.517,2.674,-0.865,0.000,200.448,30.349
2012-10-10 14:30:00,4.813,3.140,1.130,6.630,1.130,1.395,14.042,1.390,0.412,3.878,-0.081,0.189,0.318,0.718,3.356,3.776,2.377,0.719,0.396,-2.149,0.568,0.838,0.634,0.579,2.673,1.533,0.245,0.733,-0.579,2.484,2.235,0.740,0.740,1.002,0.994,1.039,1.016,1.060,0.508,1.699,0.347,0.309,0.038,1.441,0.916,0.884,1.368,1.066,0.981,3.377,3.367,3.344,3.410,3.391,3.411,3.411,3.417,3.487,2.521,1.859,1.090,0.565,0.801,0.629,0.586,-0.462,10.145,-0.333,0.000,200.860,30.296
2012-10-10 15:00:00,4.811,3.153,1.141,6.628,1.141,1.704,6.733,1.496,0.653,2.929,-0.088,0.218,0.201,0.517,1.884,2.960,1.882,0.772,0.406,-2.123,0.561,0.833,0.625,0.578,3.142,1.802,0.212,0.819,-0.679,2.480,2.235,0.798,0.798,1.005,0.995,1.039,1.017,1.060,0.470,1.824,0.370,0.282,0.011,1.485,0.969,0.871,1.401,1.060,0.983,3.377,3.370,3.346,3.410,3.391,3.413,3.413,3.429,1.528,2.310,1.380,1.032,0.577,0.878,0.700,0.713,-1.037,1.219,-1.648,0.000,200.327,30.224
2012-10-10 15:30:00,4.767,3.115,1.072,6.566,1.072,2.251,3.149,1.560,0.728,-13.455,-0.096,0.257,0.226,0.375,2.733,0.035,1.521,0.805,0.414,-2.093,0.505,0.842,0.621,0.579,2.042,1.092,0.178,0.917,-1.067,2.476,2.236,0.811,0.811,1.006,0.996,1.039,1.017,1.059,0.572,1.680,0.391,0.276,-0.024,0.782,0.884,0.842,1.393,1.029,0.998,3.377,3.356,3.364,3.396,3.389,3.413,3.413,3.428,2.370,-0.304,1.151,0.995,0.516,0.848,0.793,0.842,1.502,0.185,2.522,0.000,200.327,30.509
2012-10-11 09:30:00,4.766,3.114,0.966,6.565,0.966,0.023,2.774,0.986,0.807,-1.615,-0.100,0.259,0.234,0.307,6.729,0.980,1.380,0.523,0.419,-2.078,0.451,0.847,0.620,0.579,2.224,1.069,0.178,0.922,-1.067,2.468,2.233,0.816,0.816,1.008,0.996,1.038,1.017,1.059,0.606,1.540,0.393,0.275,-0.036,0.746,0.863,0.776,1.399,1.026,1.001,3.377,3.356,3.396,3.396,3.388,3.413,3.413,3.427,16.273,0.972,1.320,0.795,0.463,1.161,0.757,0.694,-0.242,0.738,0.480,0.000,201.813,30.741
2012-10-11 10:00:00,4.762,3.108,0.954,6.560,0.954,0.837,2.869,0.972,0.587,-2.673,-0.111,0.255,7.077,0.157,-13.171,1.667,1.389,0.520,0.428,-2.049,0.460,0.851,0.622,0.580,2.381,1.136,0.188,0.913,-1.114,2.454,2.229,0.849,0.849,1.007,0.997,1.039,1.018,1.059,0.507,1.433,0.390,0.268,-0.037,0.900,1.051,0.753,1.406,1.036,1.004,3.377,3.356,3.388,3.388,3.388,3.413,3.418,3.396,-3.716,1.971,1.777,0.732,0.428,0.956,0.594,0.610,-1.957,0.328,-0.885,0.000,201.308,30.688
2012-10-11 10:30:00,4.809,3.146,0.773,6.624,0.773,0.718,4.719,0.936,0.415,-2.513,-0.122,0.252,-5.653,-0.097,5.000,0.401,1.872,0.498,0.436,-2.024,0.461,0.851,0.622,0.579,3.361,1.828,0.192,0.904,-1.214,2.438,2.223,0.887,0.887,1.007,0.998,1.038,1.019,1.059,0.219,1.398,0.386,0.258,-0.051,0.737,1.011,0.755,1.399,1.032,1.005,3.377,3.353,3.388,3.388,3.380,3.413,3.426,3.433,20.391,0.598,2.108,0.674,0.501,1.073,0.620,0.580,1.694,0.462,0.514,0.000,201.411,30.407
2012-10-11 11:00:00,4.796,3.134,0.777,6.606,0.777,1.041,2.441,1.000,0.470,-3.029,-0.130,0.250,-0.548,-0.345,13.980,0.787,1.181,0.532,0.444,-1.996,0.473,0.845,0.622,0.579,2.797,1.513,0.206,0.897,-1.308,2.424,2.218,0.942,0.942,1.005,0.999,1.038,1.020,1.060,0.235,1.495,0.381,0.239,-0.053,0.571,0.942,0.757,1.379,1.034,1.006,3.377,3.353,3.388,3.402,3.380,3.413,3.428,3.421,-13.333,0.932,1.140,0.695,0.580,0.992,0.554,0.547,-0.377,3.620,-1.228,0.000,200.654,30.374
2012-10-11 11:30:00,4.788,3.121,0.800,6.594,0.800,0.517,1.800,0.928,0.569,-23.944,-0.135,0.243,-0.233,-1.063,-19.375,-1.332,0.920,0.494,0.452,-1.968,0.470,0.843,0.621,0.578,2.748,1.729,0.214,0.899,-1.389,2.408,2.212,1.012,1.012,1.004,1.001,1.039,1.020,1.060,0.201,1.514,0.373,0.216,-0.055,1.089,0.816,0.748,1.355,1.037,1.008,3.377,3.353,3.388,3.416,3.364,3.413,3.427,3.418,-6.478,-1.994,0.905,0.685,0.410,1.094,0.517,0.499,-0.884,1.428,1.376,0.000,200.775,30.446
2012-10-11 12:00:00,4.782,3.121,0.794,6.586,0.794,0.380,3.404,1.054,0.624,12.962,-0.140,0.229,-0.781,2.538,2.915,0.467,1.286,0.558,0.461,-1.941,0.468,0.854,0.621,0.578,2.630,1.637,0.233,0.897,-1.485,2.393,2.207,1.095,1.095,1.001,1.002,1.038,1.021,1.060,0.117,1.405,0.367,0.199,-0.058,1.024,0.835,0.748,1.356,1.033,1.010,3.377,3.359,3.388,3.405,3.361,3.413,3.415,3.414,4.353,0.471,1.461,0.638,0.474,0.755,0.529,0.500,0.211,0.827,-1.312,0.000,200.878,30.499
2012-10-11 12:30:00,4.779,3.134,0.812,6.582,0.812,-0.184,5.783,0.981,0.756,3.476,-0.143,0.219,0.519,1.399,4.129,-2.249,1.341,0.521,0.468,-1.914,0.465,0.853,0.621,0.577,2.680,1.614,0.153,0.896,-1.500,2.384,2.204,1.179,1.179,1.000,1.003,1.038,1.022,1.060,0.090,1.384,0.362,0.180,-0.062,1.021,0.882,0.726,1.370,1.042,1.012,3.377,3.385,3.388,3.405,3.361,3.413,3.415,3.405,6.716,-6.320,1.929,0.494,0.357,0.795,0.597,0.581,-2.265,0.229,0.158,0.000,200.280,30.427
2012-10-11 13:00:00,4.777,3.110,0.876,6.580,0.876,1.222,0.024,1.084,1.190,4.012,-0.144,0.206,4.796,1.722,1.689,3.559,0.400,0.576,0.475,-1.887,0.458,0.862,0.621,0.577,2.824,1.871,0.096,0.881,-1.333,2.382,2.204,1.276,1.276,1.001,1.004,1.038,1.023,1.060,0.064,1.231,0.354,0.179,-0.085,1.356,0.940,0.732,1.372,1.043,1.014,3.377,3.388,3.402,3.405,3.361,3.409,3.404,3.404,2.368,1.403,0.299,0.525,0.587,0.721,0.526,0.490,0.145,0.536,-0.353,0.000,199.056,30.253
2012-10-11 13:30:00,4.739,3.103,0.897,6.527,0.897,-0.074,0.120,0.964,1.272,6.168,-0.144,0.210,3.500,3.429,15.476,-1.309,0.267,0.516,0.482,-1.861,0.564,0.880,0.619,0.576,2.152,1.161,-0.038,0.893,-1.162,2.385,2.207,1.064,1.064,0.999,1.004,1.037,1.023,1.060,0.159,0.976,0.347,0.186,-0.121,1.134,1.069,0.802,1.369,1.043,1.014,3.377,3.388,3.406,3.385,3.360,3.404,3.399,3.399,53.000,-2.465,0.483,0.433,0.672,0.733,0.506,0.502,0.043,0.726,2.667,0.000,199.533,30.572
2012-10-11 14:00:00,4.739,3.103,0.905,6.526,0.905,-1.760,-1.186,1.013,1.264,10.159,-0.143,0.221,-8.485,5.436,4.178,0.515,-0.081,0.541,0.490,-1.835,0.552,0.886,0.615,0.576,2.231,1.211,-0.129,0.878,-1.250,2.389,2.209,0.849,0.849,0.998,1.003,1.037,1.023,1.060,-0.217,0.797,0.338,0.195,-0.138,1.068,1.117,0.796,1.355,1.053,1.014,3.377,3.388,3.401,3.378,3.360,3.404,3.399,3.399,6.560,0.604,-0.130,0.452,0.566,0.599,0.492,0.516,-1.226,1.638,-0.796,0.000,199.626,30.591
2012-10-11 14:30:00,4.760,3.115,0.921,6.555,0.921,-1.170,-1.545,0.811,0.818,3.358,-0.141,0.238,-1.455,22.455,3.089,-3.983,0.077,0.434,0.498,-1.808,0.562,0.882,0.610,0.576,2.328,1.265,-0.246,0.850,-1.559,2.391,2.211,0.728,0.728,0.998,1.003,1.037,1.025,1.060,-0.342,0.680,0.327,0.212,-0.158,1.278,1.195,0.751,1.357,1.056,1.013,3.377,3.388,3.399,3.385,3.360,3.404,3.399,3.385,4.992,-3.891,0.093,0.389,0.599,0.736,0.552,0.588,-1.184,3.397,-1.155,0.000,200.280,30.552
2012-10-11 15:00:00,4.756,3.096,0.906,6.549,0.906,0.313,-0.864,0.835,0.741,4.000,-0.138,0.251,-0.524,6.444,-7.426,-22.939,0.021,0.444,0.505,-1.783,0.582,0.873,0.602,0.576,2.302,1.210,-0.348,0.853,-1.903,2.395,2.214,0.596,0.596,0.997,1.002,1.037,1.026,1.060,-0.182,0.576,0.312,0.215,-0.175,1.097,1.241,0.709,1.355,1.057,1.013,3.377,3.388,3.388,3.384,3.360,3.399,3.399,3.383,-26.263,20.250,0.997,0.366,0.443,0.787,0.611,0.691,-2.173,1.425,-3.706,0.000,200.570,30.625
2012-10-11 15:30:00,4.745,3.102,0.825,6.535,0.825,1.320,0.882,0.605,0.857,3.490,-0.140,0.248,0.067,-46.833,-40.727,1.041,0.572,0.323,0.513,-1.756,0.645,0.869,0.590,0.575,2.134,1.114,-0.412,0.861,-2.370,2.401,2.217,0.638,0.638,0.997,1.002,1.036,1.027,1.059,0.127,0.527,0.291,0.222,-0.200,0.690,1.017,0.703,1.354,1.053,1.006,3.377,3.388,3.377,3.377,3.360,3.399,3.399,3.389,6.768,1.141,1.212,0.258,0.609,0.770,0.669,0.849,1.561,-0.261,3.333,0.000,200.944,30.751
2012-10-12 09:30:00,4.738,3.084,2.967,6.526,2.967,8.708,3.607,0.937,1.175,4.006,-0.146,0.266,-0.103,-3.337,-0.429,-24.833,1.727,0.482,0.516,-1.744,0.697,0.868,0.588,0.575,1.732,0.894,-0.402,0.864,-2.370,2.402,2.219,0.611,0.611,0.996,1.002,1.036,1.027,1.059,-0.071,0.545,0.288,0.231,-0.208,0.944,1.068,0.782,1.321,1.068,1.007,3.377,3.388,3.377,3.377,3.377,3.399,3.399,3.373,-4.779,-0.179,1.613,0.313,0.634,1.132,0.816,0.716,-0.478,0.738,1.490,0.000,199.860,30.625
2012-10-12 10:00:00,4.732,3.091,2.336,6.517,2.336,7.500,0.876,1.135,1.895,4.599,-0.152,0.323,-1.042,-0.748,-73.167,5.329,0.568,0.585,0.524,-1.720,0.741,0.871,0.588,0.576,1.614,0.455,-0.435,0.874,-2.538,2.411,2.223,0.544,0.544,0.996,1.001,1.037,1.027,1.058,3.225,0.522,0.289,0.252,-0.304,1.350,1.120,0.945,1.286,1.083,1.010,3.377,3.391,3.377,3.377,3.408,3.395,3.373,3.373,3.597,1.594,1.230,0.372,0.761,1.021,0.618,0.637,0.219,0.259,5.600,0.000,198.926,30.523
2012-10-12 10:30:00,4.736,3.097,2.172,6.523,2.172,-7.258,6.571,1.012,1.433,3.327,-0.155,0.392,-5.365,-0.517,-1.749,0.475,1.295,0.522,0.532,-1.691,0.884,0.882,0.588,0.578,1.654,0.647,-0.589,0.895,-2.760,2.416,2.226,0.457,0.457,0.997,1.000,1.036,1.027,1.058,4.929,0.469,0.292,0.284,-0.415,1.629,1.073,1.010,1.316,1.085,1.011,3.377,3.382,3.377,3.368,3.390,3.395,3.373,3.373,-8.549,0.310,1.614,0.358,0.794,1.357,0.603,0.595,-0.405,1.000,1.027,0.000,199.309,30.557
2012-10-12 11:00:00,4.775,3.128,2.120,6.577,2.120,-4.417,-14.812,0.735,0.322,1.975,-0.157,0.435,65.750,-0.419,8.000,-2.140,4.508,0.382,0.538,-1.666,0.926,0.891,0.586,0.579,2.183,1.424,-0.733,0.922,-3.042,2.417,2.228,0.417,0.417,0.997,1.000,1.036,1.028,1.058,-4.437,0.456,0.288,0.297,-0.576,1.362,1.076,1.063,1.306,1.087,1.008,3.377,3.379,3.377,3.383,3.392,3.395,3.375,3.382,2.214,-1.040,2.438,0.304,0.848,1.306,0.526,0.549,-0.155,-9.678,-2.314,0.000,200.159,30.432
2012-10-12 11:30:00,4.819,3.152,2.153,6.636,2.153,-7.077,-91.000,0.605,-0.212,0.669,-0.162,0.436,-0.643,-0.317,-26.250,-1.742,5.107,0.312,0.547,-1.643,1.003,0.892,0.586,0.578,2.895,3.219,-0.673,0.900,-3.476,2.419,2.229,0.464,0.464,0.999,1.000,1.036,1.029,1.059,38.000,0.554,0.283,0.280,-0.731,1.630,1.116,1.134,1.318,1.095,1.011,3.377,3.388,3.388,3.414,3.397,3.395,3.383,3.398,-1.468,-1.104,2.779,0.259,1.242,1.194,0.539,0.496,-1.490,1.029,0.837,0.000,201.635,30.383
2012-10-12 12:00:00,4.838,3.159,2.234,6.664,2.234,-3.026,-6.941,0.495,-0.246,0.405,-0.167,0.408,-1.357,-1.556,-2.008,-1.897,8.633,0.259,0.554,-1.619,1.052,0.894,0.587,0.578,3.506,6.419,-0.700,0.865,-4.118,2.428,2.234,0.647,0.647,1.000,1.000,1.036,1.029,1.059,-0.754,0.694,0.270,0.253,-1.000,1.776,1.229,1.235,1.300,1.105,1.014,3.377,3.395,3.395,3.436,3.400,3.395,3.392,3.423,-0.815,-1.095,4.247,0.260,1.382,0.769,0.530,0.499,0.445,0.190,-7.889,0.000,201.981,30.311
2012-10-12 12:30:00,4.812,3.134,2.135,6.627,2.135,-1.258,0.808,0.606,0.393,0.537,-0.167,0.385,-1.279,-0.497,-15.129,1.526,0.593,0.315,0.560,-1.595,1.110,0.893,0.587,0.580,2.849,4.511,-0.945,0.822,-5.583,2.438,2.238,0.800,0.800,1.003,1.001,1.036,1.030,1.059,-0.773,0.736,0.258,0.233,-1.889,1.459,1.407,1.285,1.267,1.109,1.016,3.377,3.395,3.414,3.436,3.400,3.395,3.392,3.425,-1.593,1.199,1.118,0.291,1.231,0.743,0.613,0.590,-0.419,-0.230,0.116,0.000,200.645,30.277
2012-10-12 13:00:00,4.827,3.160,1.959,6.648,1.959,-21.111,-1.788,0.482,-0.127,0.431,-0.165,0.355,-0.466,-0.589,1.881,1.913,3.200,0.252,0.567,-1.570,1.074,0.892,0.589,0.583,3.126,3.765,-1.293,0.769,-10.667,2.439,2.241,1.007,1.007,1.005,1.001,1.036,1.030,1.059,-0.710,0.807,0.246,0.209,-inf,0.891,1.262,1.290,1.240,1.112,1.015,3.377,3.395,3.414,3.442,3.412,3.412,3.419,3.444,2.138,1.428,1.230,0.257,0.857,0.765,0.574,0.525,0.793,0.142,-0.146,0.000,200.832,30.209
2012-10-12 13:30:00,4.841,3.160,1.965,6.667,1.965,-1.656,-4.609,0.466,0.378,0.346,-0.164,0.294,-0.232,-0.582,1.569,-0.082,3.101,0.243,0.572,-1.547,1.218,0.892,0.600,0.586,3.558,9.386,-2.220,0.718,61.000,2.442,2.244,1.387,1.387,1.008,1.003,1.036,1.031,1.059,-0.831,1.102,0.233,0.171,1.083,0.870,1.233,1.343,1.262,1.138,1.014,3.377,3.395,3.420,3.439,3.412,3.412,3.428,3.444,1.700,-0.046,1.860,0.250,1.214,0.706,0.647,0.526,-0.831,0.223,-0.423,0.000,200.925,30.137
2012-10-12 14:00:00,4.850,3.172,2.135,6.680,2.135,-2.627,-10.250,0.251,0.197,0.247,-0.164,0.237,-0.322,-0.594,1.440,1.694,4.680,0.139,0.579,-1.524,1.278,0.890,0.611,0.588,3.500,5.686,-5.054,0.657,6.333,2.445,2.245,1.808,1.808,1.009,1.004,1.037,1.031,1.059,-0.726,1.667,0.218,0.146,0.423,2.044,1.307,1.447,1.292,1.153,1.018,3.377,3.395,3.436,3.453,3.414,3.414,3.442,3.442,1.569,0.565,2.545,0.196,1.839,0.601,0.622,0.536,-0.731,1.276,-1.820,0.000,201.663,30.190
2012-10-12 14:30:00,4.860,3.178,2.211,6.693,2.211,-2.887,-5.732,0.119,0.125,0.127,-0.166,0.173,-0.704,-0.620,1.285,0.655,13.289,0.076,0.584,-1.500,1.328,0.887,0.623,0.589,3.600,5.313,-5.737,0.590,2.889,2.449,2.249,2.337,2.337,1.009,1.006,1.037,1.031,1.059,-0.711,2.593,0.200,0.122,0.205,2.573,1.309,1.496,1.312,1.161,1.025,3.377,3.402,3.443,3.463,3.414,3.414,3.442,3.442,1.005,0.536,3.378,0.208,1.730,0.730,0.710,0.604,-0.480,4.513,-7.846,0.000,202.196,30.209
2012-10-12 15:00:00,4.863,3.172,2.211,6.698,2.211,-1.410,-6.083,0.388,1.013,0.023,-0.170,0.122,-1.131,-0.545,1.402,-0.308,33.667,0.207,0.589,-1.478,1.358,0.879,0.632,0.590,3.828,8.241,3.714,0.516,1.607,2.454,2.252,2.886,2.886,1.008,1.007,1.036,1.032,1.059,-0.659,5.265,0.185,0.120,0.094,1.730,1.206,1.562,1.309,1.170,1.023,3.377,3.402,3.451,3.463,3.414,3.414,3.442,3.460,1.420,0.031,3.803,0.276,1.459,0.719,0.729,0.695,-0.909,0.953,0.796,1.000,201.887,30.142
2012-10-12 15:30:00,4.872,3.185,1.913,6.709,1.913,-0.338,-1.909,0.798,0.909,0.172,-0.170,0.092,-0.804,-0.574,9.439,0.620,-3.917,0.405,0.593,-1.453,1.476,0.872,0.638,0.590,3.694,7.046,-0.152,0.506,0.897,2.459,2.256,3.408,3.408,1.008,1.008,1.036,1.031,1.059,-0.331,-20.556,0.187,0.140,0.045,0.565,0.882,1.669,1.278,1.168,1.020,3.377,3.413,3.456,3.463,3.421,3.421,3.450,3.464,-10.054,0.849,4.570,0.389,1.165,0.692,0.705,0.832,-1.185,-0.430,-6.688,1.000,201.420,30.021
2012-10-15 09:30:00,4.981,3.253,0.944,6.855,0.944,-0.335,0.861,0.201,0.610,0.191,-0.164,0.070,-0.230,-0.508,0.060,0.234,0.564,0.114,0.595,-1.443,0.709,0.832,0.637,0.589,31.248,14.059,-0.143,0.502,0.875,2.447,2.252,4.068,4.068,1.008,1.010,1.036,1.031,1.059,-0.198,-2.789,0.179,0.137,0.026,0.545,0.909,1.534,1.265,1.168,1.020,3.377,3.421,3.456,3.460,3.508,3.508,3.537,3.546,0.220,0.511,1.372,0.200,0.522,0.314,0.689,0.686,0.046,0.254,0.336,1.000,200.729,29.281
2012-10-15 10:00:00,4.950,3.233,0.875,6.813,0.875,-0.715,1.329,0.368,0.791,0.206,-0.149,0.028,0.056,-0.269,0.009,0.574,0.931,0.197,0.599,-1.419,0.510,0.771,0.637,0.588,9.354,3.792,-0.095,0.481,0.795,2.422,2.241,5.496,5.496,1.009,1.013,1.037,1.032,1.059,-0.167,-0.710,0.160,0.132,-0.011,0.549,0.891,1.404,1.236,1.168,1.022,3.377,3.421,3.463,3.451,3.508,3.515,3.537,3.538,0.174,0.617,2.159,0.283,0.444,0.470,0.639,0.631,0.193,-0.305,1.036,1.000,200.448,29.421
2012-10-15 10:30:00,5.040,3.293,0.778,6.936,0.778,-0.762,0.737,0.086,0.450,-0.045,-0.136,-0.013,0.063,-0.142,-0.285,-3.597,0.465,0.060,0.602,-1.400,0.524,0.715,0.635,0.586,156.005,84.902,-0.048,0.454,0.729,2.391,2.230,7.490,7.490,1.009,1.017,1.037,1.032,1.059,-0.211,-0.304,0.137,0.119,-0.046,0.467,0.708,1.301,1.215,1.164,1.021,3.377,3.427,3.463,3.537,3.535,3.551,3.566,3.566,-0.041,-335.000,0.620,0.197,0.593,0.438,0.571,0.571,0.430,-3.667,0.534,1.000,201.523,29.054
2012-10-15 11:00:00,5.047,3.301,0.696,6.946,0.696,-0.322,0.820,0.150,0.393,-0.268,-0.123,-0.038,-0.008,-0.024,-0.336,-0.304,0.527,0.092,0.606,-1.376,0.522,0.660,0.632,0.585,276.313,146.483,-0.023,0.422,0.636,2.354,2.215,9.776,9.776,1.011,1.022,1.038,1.033,1.059,-0.198,-0.125,0.117,0.114,-0.074,0.369,0.626,1.198,1.202,1.162,1.019,3.377,3.443,3.461,3.553,3.548,3.578,3.579,3.582,-0.114,-0.556,0.871,0.218,0.486,0.305,0.495,0.526,-1.092,-2.789,-9.769,1.000,201.084,28.948
2012-10-15 11:30:00,5.056,3.314,0.587,6.958,0.587,-0.017,0.575,0.028,0.363,-0.452,-0.112,-0.042,-0.034,0.032,-0.440,-0.030,0.347,0.036,0.608,-1.354,0.478,0.614,0.629,0.584,48.161,27.387,0.000,0.387,0.571,2.311,2.198,11.933,11.933,1.014,1.025,1.037,1.033,1.059,-0.116,-0.002,0.101,0.120,-0.107,0.235,0.592,1.027,1.175,1.158,1.017,3.377,3.443,3.460,3.587,3.550,3.580,3.581,3.595,-0.223,0.420,0.414,0.160,0.541,0.296,0.478,0.481,-0.428,0.286,0.465,1.000,201.682,28.986
2012-10-15 12:00:00,5.100,3.342,0.538,7.019,0.538,0.006,0.420,0.032,0.364,-0.592,-0.102,-0.037,-0.070,0.015,-0.370,4.422,0.238,0.037,0.610,-1.333,0.452,0.573,0.622,0.582,31.914,19.435,0.117,0.382,0.556,2.266,2.178,14.259,14.259,1.018,1.028,1.038,1.034,1.060,-0.025,0.071,0.088,0.127,-0.122,0.227,0.582,0.884,1.172,1.156,1.016,3.377,3.451,3.460,3.600,3.585,3.615,3.616,3.636,-0.278,2.337,0.249,0.128,0.446,0.277,0.451,0.474,0.962,0.299,2.529,1.000,201.962,28.774
2012-10-15 12:30:00,5.098,3.335,0.533,7.017,0.533,-0.292,0.529,0.123,0.424,-0.542,-0.092,-0.040,-0.076,-0.004,-0.398,2.304,0.322,0.081,0.612,-1.311,0.409,0.549,0.615,0.579,46.690,26.834,0.143,0.355,0.519,2.220,2.158,17.122,17.122,1.019,1.030,1.039,1.034,1.060,-0.020,0.096,0.078,0.130,-0.149,0.401,0.498,0.822,1.169,1.156,1.016,3.377,3.456,3.545,3.609,3.585,3.615,3.616,3.638,-0.305,3.822,0.422,0.166,0.341,0.416,0.527,0.543,-0.224,-0.706,0.007,1.000,201.523,28.721
2012-10-15 13:00:00,5.104,3.335,0.547,7.023,0.547,-0.270,0.566,-0.024,0.238,-0.491,-0.082,-0.047,-0.041,-0.034,-0.766,-0.902,0.346,0.012,0.612,-1.289,0.369,0.531,0.610,0.575,22.004,12.262,0.125,0.311,0.467,2.177,2.139,20.249,20.249,1.020,1.034,1.039,1.035,1.060,-0.069,0.112,0.065,0.128,-0.169,0.725,0.474,0.809,1.158,1.155,1.022,3.377,3.463,3.559,3.616,3.585,3.615,3.619,3.630,-0.709,-0.728,0.355,0.145,0.445,0.431,0.482,0.454,0.222,-0.259,-0.107,1.000,201.616,28.706
2012-10-15 13:30:00,5.091,3.333,0.584,7.005,0.584,-0.774,0.407,-0.138,0.163,-0.766,-0.074,-0.056,-0.102,-0.059,-0.836,0.835,0.221,-0.038,0.612,-1.269,0.380,0.513,0.604,0.570,11.304,7.345,0.113,0.263,0.433,2.138,2.120,23.816,23.816,1.018,1.037,1.040,1.035,1.060,-0.122,0.124,0.052,0.126,-0.197,1.127,0.541,0.789,1.160,1.156,1.026,3.377,3.468,3.605,3.624,3.585,3.615,3.630,3.623,-0.734,0.802,0.059,0.114,0.317,0.500,0.581,0.484,0.565,-0.379,-0.185,1.000,202.719,28.938
2012-10-15 14:00:00,5.126,3.355,0.613,7.054,0.613,-0.439,0.231,-0.172,0.140,-0.649,-0.068,-0.066,-0.291,-0.096,-0.706,1.390,0.094,-0.054,0.613,-1.246,0.372,0.498,0.598,0.567,15.821,10.690,0.099,0.211,0.393,2.103,2.104,27.843,27.843,1.016,1.041,1.041,1.036,1.060,-0.162,0.131,0.041,0.118,-0.226,1.713,0.734,0.697,1.153,1.161,1.032,3.377,3.470,3.617,3.627,3.585,3.616,3.630,3.634,-0.695,1.125,-0.107,0.088,0.356,0.390,0.518,0.485,0.487,0.803,3.774,1.000,202.878,28.759
2012-10-15 14:30:00,5.136,3.359,0.736,7.067,0.736,-1.012,0.180,-0.647,-0.056,-1.064,-0.062,-0.077,-0.776,-0.230,-1.079,2.384,0.048,-0.273,0.611,-1.227,0.404,0.480,0.594,0.565,11.630,9.155,0.085,0.149,0.362,2.078,2.092,32.452,32.452,1.015,1.044,1.041,1.036,1.061,-0.194,0.138,0.027,0.113,-0.258,2.495,1.253,0.735,1.160,1.172,1.037,3.377,3.502,3.656,3.656,3.585,3.616,3.630,3.642,-0.887,2.276,-0.016,-0.047,0.411,0.488,0.642,0.578,0.279,2.761,1.268,1.000,204.644,28.957
2012-10-15 15:00:00,5.153,3.369,0.856,7.091,0.856,-2.199,-0.234,-0.992,-0.270,-1.670,-0.059,-0.098,-3.848,-0.593,-1.444,1.585,-0.272,-0.429,0.610,-1.205,0.415,0.466,0.595,0.563,8.448,6.964,0.066,0.079,0.333,2.070,2.088,37.627,37.627,1.011,1.048,1.042,1.037,1.061,-0.323,0.142,0.005,0.097,-0.295,2.843,1.730,0.785,1.193,1.191,1.045,3.388,3.535,3.668,3.668,3.585,3.616,3.630,3.641,-1.054,1.194,-0.445,-0.126,0.407,0.732,0.754,0.684,-0.303,0.254,0.265,1.000,206.325,29.098
2012-10-15 15:30:00,5.155,3.367,0.948,7.093,0.948,-4.133,-0.430,-1.175,-0.468,-2.104,-0.059,-0.138,4.011,-3.352,-1.648,1.182,-0.433,-0.516,0.608,-1.186,0.467,0.488,0.605,0.564,4.971,4.167,0.046,-0.007,0.300,2.080,2.093,42.936,42.936,1.009,1.051,1.043,1.037,1.061,-0.688,0.130,-0.036,0.064,-0.351,1.849,1.677,0.858,1.208,1.207,1.048,3.418,3.644,3.658,3.658,3.585,3.616,3.623,3.655,-1.196,1.161,-0.600,-0.172,0.480,1.141,0.794,0.843,-0.403,-1.082,-1.574,1.000,207.521,29.257
